nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1010,0.317757,68.2243,52.8226,47.6343,6.8946,2.08326,-1,100,13,16,3,-1,1,0,-1,-1,56.8571,45.1593,10,56.8571,52.2003,10
2020,0.305607,69.4393,56.0618,92.4661,9.5617,4.23728,-1,100,13,16,3,-1,1,0,-1,-1,57.1429,47.3345,20,56.8571,52.2003,10
3030,0.3,70,56.9942,117.489,10.7659,6.1741,-1,100,13,16,3,-1,1,0,-1,-1,56,47.2657,30,56.8571,52.2003,10
4040,0.291589,70.8411,60.1888,136.025,11.588,8.187099999999999,-1,100,13,16,3,-1,1,0,-1,-1,57.4286,49.5756,40,56.8571,52.2003,10
5050,0.274766,72.5234,61.5649,154.048,12.2261,10.3323,-1,100,13,16,3,-1,1,0,-1,-1,60.2857,51.132,50,56.8571,52.2003,10
6059,0.271963,72.80370000000001,61.8692,152.945,12.245,11.9667,-1,100,13,16,3,-1,1,0,-1,-1,60,50.9684,60,56.8571,52.2003,10
7069,0.269159,73.08410000000001,62.5987,138.085,11.5641,13.789,-1,100,13,16,3,-1,1,0,-1,-1,57.7143,49.8832,70,56.8571,52.2003,10
8079,0.281308,71.86920000000001,63.011,189.648,13.593,17.437,-1,100,13,16,3,-1,1,0,-1,-1,59.4286,51.3022,80,56.8571,52.2003,10
9089,0.275701,72.4299,63.4006,123.312,10.7855,18.3379,-1,100,13,16,3,-1,1,0,-1,-1,58.8571,51.7602,90,56.8571,52.2003,10
10099,0.271963,72.80370000000001,63.819,83.6469,8.71232,19.8876,-1,100,13,16,3,-1,1,0,-1,-1,59.1429,51.9381,100,56.8571,52.2003,10
