nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1010,0.099022,90.09780000000001,89.0346,319.802,17.8655,5.53517,-1,100,9,11,2,-1,1,0,-1,-1,86.1765,84.9958,10,89.7059,88.6172,10
2020,0.0887531,91.1247,90.26819999999999,491.132,22.0843,10.021,-1,100,9,11,2,-1,1,0,-1,-1,87.7941,86.8177,20,89.7059,88.6172,10
3030,0.07041559999999999,92.9584,92.30240000000001,690.4,26.1873,15.3219,-1,100,9,11,2,-1,1,0,-1,-1,88.8235,87.7945,30,89.7059,88.6172,10
4040,0.0657702,93.423,92.85890000000001,746.076,27.2342,19.6387,-1,100,9,11,2,-1,1,0,-1,-1,90.3676,89.2398,40,89.7059,88.6172,10
5050,0.0633252,93.6675,93.16630000000001,882.768,29.6222,25.6268,-1,100,9,11,2,-1,1,0,-1,-1,89.4118,88.14660000000001,50,89.7059,88.6172,10
6059,0.0611247,93.8875,93.4085,900.27,29.9173,30.3458,-1,100,9,11,2,-1,1,0,-1,-1,89.3382,88.3687,60,89.7059,88.6172,10
7069,0.0611247,93.8875,93.4085,730.342,26.8275,32.8099,-1,100,9,11,2,-1,1,0,-1,-1,89.3382,88.3687,70,89.7059,88.6172,10
8079,0.0601467,93.9853,93.48950000000001,657.7190000000001,25.4617,36.9269,-1,100,9,11,2,-1,1,0,-1,-1,89.19119999999999,88.34739999999999,80,89.7059,88.6172,10
9089,0.0572127,94.2787,93.7996,562.72,23.575,41.8682,-1,100,9,11,2,-1,1,0,-1,-1,89.19119999999999,88.2465,90,89.7059,88.6172,10
10099,0.0569682,94.3032,93.8091,340.904,18.1962,44.4867,-1,100,9,11,2,-1,1,0,-1,-1,90.0735,89.336,100,89.7059,88.6172,10
