nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1009,0.000104976,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,99.66670000000001,99.66630000000001,1009,97.614,97.66670000000001,10
2019,4.07151e-05,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,98.33329999999999,98.1961,2019,97.614,97.66670000000001,10
3029,3.06859e-05,100,100,-1,-1,-1,-1,-1,4,2.7,3,1,1,-1,-1,-1,99.66670000000001,99.66630000000001,3029,97.614,97.66670000000001,10
4039,2.11453e-05,100,100,-1,-1,-1,-1,-1,4,2.8,3,1,1,-1,-1,-1,99.66670000000001,99.66630000000001,4039,97.614,97.66670000000001,10
5049,1.99011e-05,100,100,-1,-1,-1,-1,-1,4,3,3,1,1,-1,-1,-1,99.66670000000001,99.66630000000001,5049,97.614,97.66670000000001,10
6058,1.48925e-05,100,100,-1,-1,-1,-1,-1,4,3.4,3,1,1,-1,-1,-1,99,98.91630000000001,6058,97.614,97.66670000000001,10
7068,1.16396e-05,100,100,-1,-1,-1,-1,-1,4,4,3,1,1,-1,-1,-1,98.66670000000001,98.6377,7068,97.614,97.66670000000001,10
8078,8.75214e-06,100,100,-1,-1,-1,-1,-1,4,4.7,3,1,1,-1,-1,-1,98.66670000000001,98.56100000000001,8078,97.614,97.66670000000001,10
9088,7.833650000000001e-06,100,100,-1,-1,-1,-1,-1,4,5.2,3,1,1,-1,-1,-1,98.66670000000001,98.62860000000001,9088,97.614,97.66670000000001,10
10098,6.25359e-06,100,100,-1,-1,-1,-1,-1,4,5.6,3,1,1,-1,-1,-1,99,98.9714,10098,97.614,97.66670000000001,10
