nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1009,0.009483220000000001,96.1446,95.3245,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,82.5455,80.51139999999999,1009,74.7731,75.63639999999999,10
2019,0.00917714,96.3253,95.55800000000001,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,81.8182,79.6728,2019,74.7731,75.63639999999999,10
3029,0.00448822,98.7349,98.45050000000001,-1,-1,-1,-1,-1,9,3,1,1,1,-1,-1,-1,82.9091,80.8447,3029,74.7731,75.63639999999999,10
4039,0.00413288,98.7349,98.4532,-1,-1,-1,-1,-1,9,3,1,1,1,-1,-1,-1,81.8182,79.78660000000001,4039,74.7731,75.63639999999999,10
5049,0.00313395,99.0964,98.8956,-1,-1,-1,-1,-1,9,3.7,1,1,1,-1,-1,-1,80.5455,78.66670000000001,5049,74.7731,75.63639999999999,10
6058,0.00281272,99.0964,98.8956,-1,-1,-1,-1,-1,9,3.7,1,1,1,-1,-1,-1,81.2727,79.1297,6058,74.7731,75.63639999999999,10
7068,0.00174104,99.5783,99.50020000000001,-1,-1,-1,-1,-1,9,4.5,1,1,1,-1,-1,-1,80.1818,77.8379,7068,74.7731,75.63639999999999,10
8078,0.00144279,99.759,99.714,-1,-1,-1,-1,-1,9,4.7,1,1,1,-1,-1,-1,80.7273,78.45269999999999,8078,74.7731,75.63639999999999,10
9088,0.0010944,99.8193,99.786,-1,-1,-1,-1,-1,9,5,1,1,1,-1,-1,-1,79.0909,76.7479,9088,74.7731,75.63639999999999,10
10098,0.00093404,99.8193,99.786,-1,-1,-1,-1,-1,9,5.5,1,1,1,-1,-1,-1,79.63639999999999,77.4653,10098,74.7731,75.63639999999999,10
