nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1009,0.00548292,97.6773,97.4453,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,92.7206,92.1046,1009,90.3475,91.0294,10
2019,0.00516164,97.8484,97.63420000000001,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,92.5,91.8738,2019,90.3475,91.0294,10
3029,0.00415817,98.38630000000001,98.23390000000001,-1,-1,-1,-1,-1,9,2.5,1,1,1,-1,-1,-1,92.4265,91.7843,3029,90.3475,91.0294,10
4039,0.00387251,98.5819,98.449,-1,-1,-1,-1,-1,9,2.5,1,1,1,-1,-1,-1,92.4265,91.7419,4039,90.3475,91.0294,10
5049,0.00319028,98.7775,98.66240000000001,-1,-1,-1,-1,-1,9,3.2,1,1,1,-1,-1,-1,91.8382,90.9982,5049,90.3475,91.0294,10
6058,0.00303279,98.8753,98.7685,-1,-1,-1,-1,-1,9,3.5,1,1,1,-1,-1,-1,91.39709999999999,90.5254,6058,90.3475,91.0294,10
7068,0.00246546,99.1198,99.0367,-1,-1,-1,-1,-1,9,4.3,1,1,1,-1,-1,-1,92.05880000000001,91.2727,7068,90.3475,91.0294,10
8078,0.00225036,99.1443,99.06270000000001,-1,-1,-1,-1,-1,9,4.7,1,1,1,-1,-1,-1,92.1324,91.3228,8078,90.3475,91.0294,10
9088,0.00203589,99.1932,99.11839999999999,-1,-1,-1,-1,-1,9,5.1,1,1,1,-1,-1,-1,92.2794,91.479,9088,90.3475,91.0294,10
10098,0.00181678,99.3643,99.30419999999999,-1,-1,-1,-1,-1,9,5.2,1,1,1,-1,-1,-1,92.1324,91.3261,10098,90.3475,91.0294,10
