nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
1009,7.87816e-05,100,100,-1,-1,-1,-1,-1,13,2,3,1,1,-1,-1,-1,94,92.92659999999999,1009,86.0964,89.1429,10
2019,7.49162e-05,100,100,-1,-1,-1,-1,-1,13,2,3,1,1,-1,-1,-1,93.71429999999999,92.6968,2019,86.0964,89.1429,10
3029,5.34636e-05,100,100,-1,-1,-1,-1,-1,13,2.6,3,1,1,-1,-1,-1,93.4286,91.8222,3029,86.0964,89.1429,10
4039,4.85584e-05,100,100,-1,-1,-1,-1,-1,13,2.7,3,1,1,-1,-1,-1,93.1429,90.6361,4039,86.0964,89.1429,10
5049,3.24487e-05,100,100,-1,-1,-1,-1,-1,13,3.7,3,1,1,-1,-1,-1,92.5714,90.9355,5049,86.0964,89.1429,10
6058,2.67729e-05,100,100,-1,-1,-1,-1,-1,13,3.7,3,1,1,-1,-1,-1,92.28570000000001,90.5778,6058,86.0964,89.1429,10
7068,1.59894e-05,100,100,-1,-1,-1,-1,-1,13,4.6,3,1,1,-1,-1,-1,93.71429999999999,92.01479999999999,7068,86.0964,89.1429,10
8078,1.26094e-05,100,100,-1,-1,-1,-1,-1,13,4.7,3,1,1,-1,-1,-1,94,92.5552,8078,86.0964,89.1429,10
9088,1.12375e-05,100,100,-1,-1,-1,-1,-1,13,4.9,3,1,1,-1,-1,-1,94.28570000000001,92.9059,9088,86.0964,89.1429,10
10098,9.55557e-06,100,100,-1,-1,-1,-1,-1,13,5.3,3,1,1,-1,-1,-1,94.28570000000001,92.7598,10098,86.0964,89.1429,10
