nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
9,0.0349702,82.5301,79.8028,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,85.4545,82.37179999999999,9,78.6144,80,1
19,0.0279251,87.95180000000001,85.6897,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,83.63639999999999,80.51949999999999,19,78.6144,80,1
29,0.0279251,87.95180000000001,85.6897,-1,-1,-1,-1,-1,9,2,1,1,1,-1,-1,-1,83.63639999999999,80.51949999999999,29,78.6144,80,1
39,0.0271397,87.3494,85.5202,-1,-1,-1,-1,-1,9,3,1,1,1,-1,-1,-1,80,76.9524,39,78.6144,80,1
49,0.026866,86.747,84.5985,-1,-1,-1,-1,-1,9,3,1,1,1,-1,-1,-1,80,76.9524,49,78.6144,80,1
58,0.026866,86.747,84.5985,-1,-1,-1,-1,-1,9,3,1,1,1,-1,-1,-1,80,76.9524,58,78.6144,80,1
68,0.0267119,87.95180000000001,85.9987,-1,-1,-1,-1,-1,9,4,1,1,1,-1,-1,-1,80,76.9524,68,78.6144,80,1
78,0.0266704,87.95180000000001,86.1413,-1,-1,-1,-1,-1,9,5,1,1,1,-1,-1,-1,81.8182,78.7152,78,78.6144,80,1
88,0.0249678,89.1566,87.39879999999999,-1,-1,-1,-1,-1,9,5,1,1,1,-1,-1,-1,80,76.9524,88,78.6144,80,1
98,0.0249678,89.1566,87.39879999999999,-1,-1,-1,-1,-1,9,5,1,1,1,-1,-1,-1,80,76.9524,98,78.6144,80,1
