nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
9,0.0398559,90.6542,89.0459,-1,-1,-1,-1,-1,13,2,3,1,1,-1,-1,-1,80,76.1905,9,89.7959,91.4286,1
19,0.0219848,100,100,-1,-1,-1,-1,-1,13,2,3,1,1,-1,-1,-1,94.28570000000001,93.65940000000001,19,89.7959,91.4286,1
29,0.0188737,100,100,-1,-1,-1,-1,-1,13,2,3,1,1,-1,-1,-1,94.28570000000001,93.65940000000001,29,89.7959,91.4286,1
39,0.00758384,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,88.5714,86.7424,39,89.7959,91.4286,1
49,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,49,89.7959,91.4286,1
58,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,58,89.7959,91.4286,1
68,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,68,89.7959,91.4286,1
78,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,78,89.7959,91.4286,1
88,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,88,89.7959,91.4286,1
98,0.00739767,100,100,-1,-1,-1,-1,-1,13,3,3,1,1,-1,-1,-1,91.4286,90.2868,98,89.7959,91.4286,1
