nb calls to err function, mse, train  acc, train score, pop score var, pop score stddev, pop score mean, pop score median, pop size, nb inputs, nb hid units, nb outputs, nb hid layers, is pop diverse, mutation scheme, ensemble acc, ensemble score, val acc, val score, gens, test acc, test score, mutation scheme, nb replicates
9,0.03471,95.5556,94.709,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,9,100,100,1
19,0.0159922,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,19,100,100,1
29,0.0135544,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,29,100,100,1
39,0.0135544,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,39,100,100,1
49,0.0135544,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,49,100,100,1
58,0.0135544,100,100,-1,-1,-1,-1,-1,4,2,3,1,1,-1,-1,-1,100,100,58,100,100,1
68,0.0128606,100,100,-1,-1,-1,-1,-1,4,4,3,1,1,-1,-1,-1,100,100,68,100,100,1
78,0.009306719999999999,100,100,-1,-1,-1,-1,-1,4,5,3,1,1,-1,-1,-1,100,100,78,100,100,1
88,0.00683162,98.88890000000001,98.63200000000001,-1,-1,-1,-1,-1,4,5,3,1,1,-1,-1,-1,100,100,88,100,100,1
98,0.00683162,98.88890000000001,98.63200000000001,-1,-1,-1,-1,-1,4,5,3,1,1,-1,-1,-1,100,100,98,100,100,1
